ts,stage,reason,price,extra
2025-11-08T09:58:18.179720,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102681.4000,
2025-11-08T09:58:18.183688,range,range_blocked:15m_ema_dist_gt_0.003,102681.4000,
2025-11-08T09:58:20.276170,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102681.4000,
2025-11-08T09:58:20.278139,range,range_blocked:15m_ema_dist_gt_0.003,102681.4000,
2025-11-08T09:58:22.350177,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102681.4000,
2025-11-08T09:58:22.354121,range,range_blocked:15m_ema_dist_gt_0.003,102681.4000,
2025-11-08T09:58:24.421497,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.6000,
2025-11-08T09:58:25.872046,range,range_blocked:15m_ema_dist_gt_0.003,102709.6000,
2025-11-08T09:58:27.929217,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.6000,
2025-11-08T09:58:27.933162,range,range_blocked:15m_ema_dist_gt_0.003,102709.6000,
2025-11-08T09:58:30.011657,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.6000,
2025-11-08T09:58:30.012625,range,range_blocked:15m_ema_dist_gt_0.003,102709.6000,
2025-11-08T09:58:32.042366,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.6000,
2025-11-08T09:58:32.043345,range,range_blocked:15m_ema_dist_gt_0.003,102709.6000,
2025-11-08T09:58:34.084023,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.6000,
2025-11-08T09:58:34.085021,range,range_blocked:15m_ema_dist_gt_0.003,102709.6000,
2025-11-08T09:58:36.213980,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.0000,
2025-11-08T09:58:36.216935,range,range_blocked:15m_ema_dist_gt_0.003,102709.0000,
2025-11-08T09:58:38.321498,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.0000,
2025-11-08T09:58:38.322495,range,range_blocked:15m_ema_dist_gt_0.003,102709.0000,
2025-11-08T09:58:40.378724,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.0000,
2025-11-08T09:58:40.379720,range,range_blocked:15m_ema_dist_gt_0.003,102709.0000,
2025-11-08T09:58:42.454443,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.0000,
2025-11-08T09:58:42.455440,range,range_blocked:15m_ema_dist_gt_0.003,102709.0000,
2025-11-08T09:58:44.515713,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102731.4000,
2025-11-08T09:58:44.516711,range,range_blocked:15m_ema_dist_gt_0.003,102731.4000,
2025-11-08T09:58:46.605073,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102709.0000,
2025-11-08T09:58:46.606039,range,range_blocked:15m_ema_dist_gt_0.003,102709.0000,
2025-11-08T09:58:48.658316,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102731.4000,
2025-11-08T09:58:48.659313,range,range_blocked:15m_ema_dist_gt_0.003,102731.4000,
2025-11-08T09:58:50.728088,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102731.4000,
2025-11-08T09:58:50.729076,range,range_blocked:15m_ema_dist_gt_0.003,102731.4000,
2025-11-08T09:58:52.806336,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102731.4000,
2025-11-08T09:58:52.807301,range,range_blocked:15m_ema_dist_gt_0.003,102731.4000,
2025-11-08T09:58:54.895886,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102737.5000,
2025-11-08T09:58:56.353381,range,range_blocked:15m_ema_dist_gt_0.003,102737.5000,
2025-11-08T09:58:58.495607,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102737.5000,
2025-11-08T09:58:58.496571,range,range_blocked:15m_ema_dist_gt_0.003,102737.5000,
2025-11-08T09:59:00.550481,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102737.5000,
2025-11-08T09:59:00.554431,range,range_blocked:15m_ema_dist_gt_0.003,102737.5000,
2025-11-08T09:59:02.628271,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102737.5000,
2025-11-08T09:59:02.630230,range,range_blocked:15m_ema_dist_gt_0.003,102737.5000,
2025-11-08T09:59:04.743948,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102722.6000,
2025-11-08T09:59:04.744965,range,range_blocked:15m_ema_dist_gt_0.003,102722.6000,
2025-11-08T09:59:06.814619,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102722.6000,
2025-11-08T09:59:06.815616,range,range_blocked:15m_ema_dist_gt_0.003,102722.6000,
2025-11-08T09:59:08.871510,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102722.6000,
2025-11-08T09:59:08.872500,range,range_blocked:15m_ema_dist_gt_0.003,102722.6000,
2025-11-08T09:59:10.943515,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102722.6000,
2025-11-08T09:59:10.946506,range,range_blocked:15m_ema_dist_gt_0.003,102722.6000,
2025-11-08T09:59:12.976591,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102722.6000,
2025-11-08T09:59:12.976591,range,range_blocked:15m_ema_dist_gt_0.003,102722.6000,
2025-11-08T09:59:15.056554,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102720.5000,
2025-11-08T09:59:15.057522,range,range_blocked:15m_ema_dist_gt_0.003,102720.5000,
2025-11-08T09:59:17.194174,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102720.5000,
2025-11-08T09:59:17.195181,range,range_blocked:15m_ema_dist_gt_0.003,102720.5000,
2025-11-08T09:59:19.248760,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102720.5000,
2025-11-08T09:59:19.249725,range,range_blocked:15m_ema_dist_gt_0.003,102720.5000,
2025-11-08T09:59:21.348193,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102720.5000,
2025-11-08T09:59:21.350161,range,range_blocked:15m_ema_dist_gt_0.003,102720.5000,
2025-11-08T09:59:23.411358,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102702.4000,
2025-11-08T09:59:23.412387,range,range_blocked:15m_ema_dist_gt_0.003,102702.4000,
2025-11-08T09:59:25.492001,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102702.4000,
2025-11-08T09:59:26.951202,range,range_blocked:15m_ema_dist_gt_0.003,102702.4000,
2025-11-08T09:59:29.029249,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102702.4000,
2025-11-08T09:59:29.030275,range,range_blocked:15m_ema_dist_gt_0.003,102702.4000,
2025-11-08T09:59:31.086004,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102702.4000,
2025-11-08T09:59:31.087030,range,range_blocked:15m_ema_dist_gt_0.003,102702.4000,
2025-11-08T09:59:33.162941,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102705.8000,
2025-11-08T09:59:33.164707,range,range_blocked:15m_ema_dist_gt_0.003,102705.8000,
2025-11-08T09:59:35.219997,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102705.8000,
2025-11-08T09:59:35.220967,range,range_blocked:15m_ema_dist_gt_0.003,102705.8000,
2025-11-08T09:59:37.308608,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102705.8000,
2025-11-08T09:59:37.309576,range,range_blocked:15m_ema_dist_gt_0.003,102705.8000,
2025-11-08T09:59:39.405030,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102705.8000,
2025-11-08T09:59:39.406014,range,range_blocked:15m_ema_dist_gt_0.003,102705.8000,
2025-11-08T09:59:41.458972,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102705.8000,
2025-11-08T09:59:41.459983,range,range_blocked:15m_ema_dist_gt_0.003,102705.8000,
2025-11-08T09:59:43.589095,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102685.0000,
2025-11-08T09:59:43.590119,range,range_blocked:15m_ema_dist_gt_0.003,102685.0000,
2025-11-08T09:59:45.688360,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102685.0000,
2025-11-08T09:59:45.689357,range,range_blocked:15m_ema_dist_gt_0.003,102685.0000,
2025-11-08T09:59:47.771644,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102685.0000,
2025-11-08T09:59:47.775669,range,range_blocked:15m_ema_dist_gt_0.003,102685.0000,
2025-11-08T09:59:49.789901,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102685.0000,
2025-11-08T09:59:49.790898,range,range_blocked:15m_ema_dist_gt_0.003,102685.0000,
2025-11-08T09:59:51.886997,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102685.0000,
2025-11-08T09:59:51.890940,range,range_blocked:15m_ema_dist_gt_0.003,102685.0000,
2025-11-08T09:59:53.999667,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102685.0000,
2025-11-08T09:59:54.000638,range,range_blocked:15m_ema_dist_gt_0.003,102685.0000,
2025-11-08T09:59:56.056938,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102685.0000,
2025-11-08T09:59:57.495608,range,range_blocked:15m_ema_dist_gt_0.003,102685.0000,
2025-11-08T09:59:59.539801,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102664.2000,
2025-11-08T09:59:59.541761,range,range_blocked:15m_ema_dist_gt_0.003,102664.2000,
2025-11-08T10:00:01.625400,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102664.2000,
2025-11-08T10:00:01.626426,range,range_blocked:15m_ema_dist_gt_0.003,102664.2000,
2025-11-08T10:00:03.706059,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102663.3000,
2025-11-08T10:00:03.707085,range,range_blocked:15m_ema_dist_gt_0.003,102663.3000,
2025-11-08T10:00:05.783340,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102663.3000,
2025-11-08T10:00:05.785300,range,range_blocked:15m_ema_dist_gt_0.003,102663.3000,
2025-11-08T10:00:07.816458,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102663.3000,
2025-11-08T10:00:07.818424,range,range_blocked:15m_ema_dist_gt_0.003,102663.3000,
2025-11-08T10:00:09.922634,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102663.3000,
2025-11-08T10:00:09.924871,range,range_blocked:15m_ema_dist_gt_0.003,102663.3000,
2025-11-08T10:00:11.977921,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102663.3000,
2025-11-08T10:00:11.978914,range,range_blocked:15m_ema_dist_gt_0.003,102663.3000,
2025-11-08T10:00:14.062949,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102658.1000,
2025-11-08T10:00:14.063920,range,range_blocked:15m_ema_dist_gt_0.003,102658.1000,
2025-11-08T10:00:16.143498,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102658.1000,
2025-11-08T10:00:16.147436,range,range_blocked:15m_ema_dist_gt_0.003,102658.1000,
2025-11-08T10:00:18.199471,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102658.1000,
2025-11-08T10:00:18.200498,range,range_blocked:15m_ema_dist_gt_0.003,102658.1000,
2025-11-08T10:00:20.295373,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102658.1000,
2025-11-08T10:00:20.297333,range,range_blocked:15m_ema_dist_gt_0.003,102658.1000,
2025-11-08T10:00:22.342569,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102658.1000,
2025-11-08T10:00:22.343536,range,range_blocked:15m_ema_dist_gt_0.003,102658.1000,
2025-11-08T10:00:24.460931,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102658.1000,
2025-11-08T10:00:24.464898,range,range_blocked:15m_ema_dist_gt_0.003,102658.1000,
2025-11-08T10:00:26.617614,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102628.9000,
2025-11-08T10:00:28.061236,range,range_blocked:15m_ema_dist_gt_0.003,102628.9000,
2025-11-08T10:00:30.116093,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102628.9000,
2025-11-08T10:00:30.117091,range,range_blocked:15m_ema_dist_gt_0.003,102628.9000,
2025-11-08T10:00:32.244577,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102628.9000,
2025-11-08T10:00:32.245450,range,range_blocked:15m_ema_dist_gt_0.003,102628.9000,
2025-11-08T10:00:34.274263,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102628.9000,
2025-11-08T10:00:34.277244,range,range_blocked:15m_ema_dist_gt_0.003,102628.9000,
2025-11-08T10:00:36.465132,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102641.8000,
2025-11-08T10:00:36.467127,range,range_blocked:15m_ema_dist_gt_0.003,102641.8000,
2025-11-08T10:00:38.727031,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102641.8000,
2025-11-08T10:00:38.728003,range,range_blocked:15m_ema_dist_gt_0.003,102641.8000,
2025-11-08T10:00:40.846480,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102641.8000,
2025-11-08T10:00:40.848586,range,range_blocked:15m_ema_dist_gt_0.003,102641.8000,
2025-11-08T10:00:42.903255,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102641.8000,
2025-11-08T10:00:42.904230,range,range_blocked:15m_ema_dist_gt_0.003,102641.8000,
2025-11-08T10:00:44.970580,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102650.2000,
2025-11-08T10:00:44.971628,range,range_blocked:15m_ema_dist_gt_0.003,102650.2000,
2025-11-08T10:00:47.062531,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102650.2000,
2025-11-08T10:00:47.066526,range,range_blocked:15m_ema_dist_gt_0.003,102650.2000,
2025-11-08T10:00:49.127863,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102650.2000,
2025-11-08T10:00:49.128860,range,range_blocked:15m_ema_dist_gt_0.003,102650.2000,
2025-11-08T10:00:51.224770,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102650.2000,
2025-11-08T10:00:51.226770,range,range_blocked:15m_ema_dist_gt_0.003,102650.2000,
2025-11-08T10:00:53.265251,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102621.5000,
2025-11-08T10:00:53.267199,range,range_blocked:15m_ema_dist_gt_0.003,102621.5000,
2025-11-08T10:00:55.329017,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102650.2000,
2025-11-08T10:00:55.331006,range,range_blocked:15m_ema_dist_gt_0.003,102650.2000,
2025-11-08T10:00:57.410392,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102621.5000,
2025-11-08T10:00:58.861087,range,range_blocked:15m_ema_dist_gt_0.003,102621.5000,
2025-11-08T10:01:00.960239,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102621.5000,
2025-11-08T10:01:00.961323,range,range_blocked:15m_ema_dist_gt_0.003,102621.5000,
2025-11-08T10:01:03.036485,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102621.5000,
2025-11-08T10:01:03.037463,range,range_blocked:15m_ema_dist_gt_0.003,102621.5000,
2025-11-08T10:01:05.069304,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102642.0000,
2025-11-08T10:01:05.070302,range,range_blocked:15m_ema_dist_gt_0.003,102642.0000,
2025-11-08T10:01:07.139959,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102621.5000,
2025-11-08T10:01:07.144925,range,range_blocked:15m_ema_dist_gt_0.003,102621.5000,
2025-11-08T10:01:09.217851,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102642.0000,
2025-11-08T10:01:09.220842,range,range_blocked:15m_ema_dist_gt_0.003,102642.0000,
2025-11-08T10:01:11.290983,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102642.0000,
2025-11-08T10:01:11.291952,range,range_blocked:15m_ema_dist_gt_0.003,102642.0000,
2025-11-08T10:01:13.348668,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102642.0000,
2025-11-08T10:01:13.350666,range,range_blocked:15m_ema_dist_gt_0.003,102642.0000,
2025-11-08T10:01:17.990315,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102636.5000,
2025-11-08T10:01:17.991312,range,range_blocked:15m_ema_dist_gt_0.003,102636.5000,
2025-11-08T10:01:20.070909,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102636.5000,
2025-11-08T10:01:20.074846,range,range_blocked:15m_ema_dist_gt_0.003,102636.5000,
2025-11-08T10:01:22.236834,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102636.5000,
2025-11-08T10:01:22.237831,range,range_blocked:15m_ema_dist_gt_0.003,102636.5000,
2025-11-08T10:01:24.325719,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102620.5000,
2025-11-08T10:01:24.329660,range,range_blocked:15m_ema_dist_gt_0.003,102620.5000,
2025-11-08T10:01:26.407025,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102620.5000,
2025-11-08T10:01:26.408022,range,range_blocked:15m_ema_dist_gt_0.003,102620.5000,
2025-11-08T10:01:28.527766,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102620.5000,
2025-11-08T10:01:29.961871,range,range_blocked:15m_ema_dist_gt_0.003,102620.5000,
2025-11-08T10:01:32.022878,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102620.5000,
2025-11-08T10:01:32.025870,range,range_blocked:15m_ema_dist_gt_0.003,102620.5000,
2025-11-08T10:01:34.104138,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102620.5000,
2025-11-08T10:01:34.105134,range,range_blocked:15m_ema_dist_gt_0.003,102620.5000,
2025-11-08T10:01:36.130152,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102692.3000,
2025-11-08T10:01:36.135110,range,range_blocked:15m_ema_dist_gt_0.003,102692.3000,
2025-11-08T10:01:38.188349,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102692.3000,
2025-11-08T10:01:38.189346,range,range_blocked:15m_ema_dist_gt_0.003,102692.3000,
2025-11-08T10:01:40.411665,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102692.3000,
2025-11-08T10:01:40.413660,range,range_blocked:15m_ema_dist_gt_0.003,102692.3000,
2025-11-08T10:01:42.497790,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102692.3000,
2025-11-08T10:01:42.498754,range,range_blocked:15m_ema_dist_gt_0.003,102692.3000,
2025-11-08T10:01:44.541759,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102692.3000,
2025-11-08T10:01:44.542757,range,range_blocked:15m_ema_dist_gt_0.003,102692.3000,
2025-11-08T10:01:46.579671,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102699.5000,
2025-11-08T10:01:46.580638,range,range_blocked:15m_ema_dist_gt_0.003,102699.5000,
2025-11-08T10:01:48.712540,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102699.5000,
2025-11-08T10:01:48.713537,range,range_blocked:15m_ema_dist_gt_0.003,102699.5000,
2025-11-08T10:01:50.805464,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102699.5000,
2025-11-08T10:01:50.806461,range,range_blocked:15m_ema_dist_gt_0.003,102699.5000,
2025-11-08T10:01:52.884944,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102699.5000,
2025-11-08T10:01:52.886932,range,range_blocked:15m_ema_dist_gt_0.003,102699.5000,
2025-11-08T10:01:55.069807,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102699.5000,
2025-11-08T10:01:55.070805,range,range_blocked:15m_ema_dist_gt_0.003,102699.5000,
2025-11-08T10:01:57.157154,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102711.9000,
2025-11-08T10:01:57.161144,range,range_blocked:15m_ema_dist_gt_0.003,102711.9000,
2025-11-08T10:01:59.275257,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102711.9000,
2025-11-08T10:02:00.719154,range,range_blocked:15m_ema_dist_gt_0.003,102711.9000,
2025-11-08T10:02:02.756541,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102711.9000,
2025-11-08T10:02:02.758533,range,range_blocked:15m_ema_dist_gt_0.003,102711.9000,
2025-11-08T10:02:04.844029,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102711.9000,
2025-11-08T10:02:04.845981,range,range_blocked:15m_ema_dist_gt_0.003,102711.9000,
2025-11-08T10:02:06.880771,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102711.9000,
2025-11-08T10:02:06.881768,range,range_blocked:15m_ema_dist_gt_0.003,102711.9000,
2025-11-08T10:02:08.972336,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102740.9000,
2025-11-08T10:02:08.973297,range,range_blocked:15m_ema_dist_gt_0.003,102740.9000,
2025-11-08T10:02:11.078252,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102740.9000,
2025-11-08T10:02:11.080180,range,range_blocked:15m_ema_dist_gt_0.003,102740.9000,
2025-11-08T10:02:13.206527,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102796.6000,
2025-11-08T10:02:13.210465,range,range_blocked:15m_ema_dist_gt_0.003,102796.6000,
2025-11-08T10:02:15.458746,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102740.9000,
2025-11-08T10:02:15.459744,range,range_blocked:15m_ema_dist_gt_0.003,102740.9000,
2025-11-08T10:02:17.531966,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102796.6000,
2025-11-08T10:02:17.533960,range,range_blocked:15m_ema_dist_gt_0.003,102796.6000,
2025-11-08T10:02:19.623031,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102796.6000,
2025-11-08T10:02:19.624979,range,range_blocked:15m_ema_dist_gt_0.003,102796.6000,
2025-11-08T10:02:21.694922,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102796.6000,
2025-11-08T10:02:21.695953,range,range_blocked:15m_ema_dist_gt_0.003,102796.6000,
2025-11-08T10:02:23.804543,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102815.3000,
2025-11-08T10:02:23.805512,range,range_blocked:15m_ema_dist_gt_0.003,102815.3000,
2025-11-08T10:02:25.842921,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102796.6000,
2025-11-08T10:02:25.843879,range,range_blocked:15m_ema_dist_gt_0.003,102796.6000,
2025-11-08T10:02:27.903054,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102815.3000,
2025-11-08T10:02:27.904363,range,range_blocked:15m_ema_dist_gt_0.003,102815.3000,
2025-11-08T10:02:29.966712,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102815.3000,
2025-11-08T10:02:31.393589,range,range_blocked:15m_ema_dist_gt_0.003,102815.3000,
2025-11-08T10:02:33.465224,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102775.5000,
2025-11-08T10:02:33.466193,range,range_blocked:15m_ema_dist_gt_0.003,102775.5000,
2025-11-08T10:02:35.503764,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102775.5000,
2025-11-08T10:02:35.505718,range,range_blocked:15m_ema_dist_gt_0.003,102775.5000,
2025-11-08T10:02:37.615183,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102775.5000,
2025-11-08T10:02:37.615952,range,range_blocked:15m_ema_dist_gt_0.003,102775.5000,
2025-11-08T10:02:39.753071,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102775.5000,
2025-11-08T10:02:39.754037,range,range_blocked:15m_ema_dist_gt_0.003,102775.5000,
2025-11-08T10:02:41.792688,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102775.5000,
2025-11-08T10:02:41.792688,range,range_blocked:15m_ema_dist_gt_0.003,102775.5000,
2025-11-08T10:02:43.874705,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102753.5000,
2025-11-08T10:02:43.876662,range,range_blocked:15m_ema_dist_gt_0.003,102753.5000,
2025-11-08T10:02:45.947471,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102753.5000,
2025-11-08T10:02:45.951496,range,range_blocked:15m_ema_dist_gt_0.003,102753.5000,
2025-11-08T10:02:48.048784,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102753.5000,
2025-11-08T10:02:48.050777,range,range_blocked:15m_ema_dist_gt_0.003,102753.5000,
2025-11-08T10:02:50.142360,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102753.5000,
2025-11-08T10:02:50.143358,range,range_blocked:15m_ema_dist_gt_0.003,102753.5000,
2025-11-08T10:02:52.200816,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102753.5000,
2025-11-08T10:02:52.202247,range,range_blocked:15m_ema_dist_gt_0.003,102753.5000,
2025-11-08T10:02:54.240214,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102753.5000,
2025-11-08T10:02:54.241213,range,range_blocked:15m_ema_dist_gt_0.003,102753.5000,
2025-11-08T10:02:56.309094,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102754.5000,
2025-11-08T10:02:56.310583,range,range_blocked:15m_ema_dist_gt_0.003,102754.5000,
2025-11-08T10:02:58.353502,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102754.5000,
2025-11-08T10:02:58.354500,range,range_blocked:15m_ema_dist_gt_0.003,102754.5000,
2025-11-08T10:03:00.446778,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102754.5000,
2025-11-08T10:03:01.892809,range,range_blocked:15m_ema_dist_gt_0.003,102754.5000,
2025-11-08T10:03:03.949560,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102787.8000,
2025-11-08T10:03:03.950557,range,range_blocked:15m_ema_dist_gt_0.003,102787.8000,
2025-11-08T10:03:06.025444,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102754.5000,
2025-11-08T10:03:06.026470,range,range_blocked:15m_ema_dist_gt_0.003,102754.5000,
2025-11-08T10:03:08.137466,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102787.8000,
2025-11-08T10:03:08.139428,range,range_blocked:15m_ema_dist_gt_0.003,102787.8000,
2025-11-08T10:03:10.215085,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102787.8000,
2025-11-08T10:03:10.216083,range,range_blocked:15m_ema_dist_gt_0.003,102787.8000,
2025-11-08T10:03:12.279195,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102787.8000,
2025-11-08T10:03:12.281156,range,range_blocked:15m_ema_dist_gt_0.003,102787.8000,
2025-11-08T10:03:14.371159,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102787.8000,
2025-11-08T10:03:14.372122,range,range_blocked:15m_ema_dist_gt_0.003,102787.8000,
2025-11-08T10:03:16.464024,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102823.7000,
2025-11-08T10:03:16.466032,range,range_blocked:15m_ema_dist_gt_0.003,102823.7000,
2025-11-08T10:03:18.536478,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102823.7000,
2025-11-08T10:03:18.537476,range,range_blocked:15m_ema_dist_gt_0.003,102823.7000,
2025-11-08T10:03:20.669619,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102823.7000,
2025-11-08T10:03:20.670585,range,range_blocked:15m_ema_dist_gt_0.003,102823.7000,
2025-11-08T10:03:22.758663,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",102823.7000,
2025-11-08T10:03:22.760623,range,range_blocked:15m_ema_dist_gt_0.003,102823.7000,
2025-11-08T10:03:24.786716,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",102873.6000,
