ts,stage,reason,price,extra
2025-11-08T09:10:51.989747,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103150.5000,
2025-11-08T09:10:53.455603,range,range_blocked:15m_ema_dist_gt_0.002,103150.5000,
2025-11-08T09:10:55.523942,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103160.0000,
2025-11-08T09:10:55.528927,range,range_blocked:15m_ema_dist_gt_0.002,103160.0000,
2025-11-08T09:10:57.558337,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103150.5000,
2025-11-08T09:10:57.563270,range,range_blocked:15m_ema_dist_gt_0.002,103150.5000,
2025-11-08T09:10:59.651239,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103160.0000,
2025-11-08T09:10:59.652207,range,range_blocked:15m_ema_dist_gt_0.002,103160.0000,
2025-11-08T09:11:01.742417,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103160.0000,
2025-11-08T09:11:01.744516,range,range_blocked:15m_ema_dist_gt_0.002,103160.0000,
2025-11-08T09:11:03.806253,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103160.0000,
2025-11-08T09:11:03.809203,range,range_blocked:15m_ema_dist_gt_0.002,103160.0000,
2025-11-08T09:11:05.864802,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103138.4000,
2025-11-08T09:11:05.865731,range,range_blocked:15m_ema_dist_gt_0.002,103138.4000,
2025-11-08T09:11:07.928725,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103138.4000,
2025-11-08T09:11:07.929751,range,range_blocked:15m_ema_dist_gt_0.002,103138.4000,
2025-11-08T09:11:09.968199,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103138.4000,
2025-11-08T09:11:09.969217,range,range_blocked:15m_ema_dist_gt_0.002,103138.4000,
2025-11-08T09:11:12.013289,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103138.4000,
2025-11-08T09:11:12.014307,range,range_blocked:15m_ema_dist_gt_0.002,103138.4000,
2025-11-08T09:11:14.068301,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103138.4000,
2025-11-08T09:11:14.069299,range,range_blocked:15m_ema_dist_gt_0.002,103138.4000,
2025-11-08T09:11:16.087656,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103138.4000,
2025-11-08T09:11:16.088624,range,range_blocked:15m_ema_dist_gt_0.002,103138.4000,
2025-11-08T09:11:18.165692,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103135.4000,
2025-11-08T09:11:18.167671,range,range_blocked:15m_ema_dist_gt_0.002,103135.4000,
2025-11-08T09:11:20.235186,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103135.4000,
2025-11-08T09:11:20.236182,range,range_blocked:15m_ema_dist_gt_0.002,103135.4000,
2025-11-08T09:11:22.298361,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103135.4000,
2025-11-08T09:11:23.747479,range,range_blocked:15m_ema_dist_gt_0.002,103135.4000,
2025-11-08T09:11:25.800122,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103149.3000,
2025-11-08T09:11:25.803073,range,range_blocked:15m_ema_dist_gt_0.002,103149.3000,
2025-11-08T09:11:27.937317,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103149.3000,
2025-11-08T09:11:27.938314,range,range_blocked:15m_ema_dist_gt_0.002,103149.3000,
2025-11-08T09:11:30.044269,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103149.3000,
2025-11-08T09:11:30.045267,range,range_blocked:15m_ema_dist_gt_0.002,103149.3000,
2025-11-08T09:11:32.157221,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103149.3000,
2025-11-08T09:11:32.158198,range,range_blocked:15m_ema_dist_gt_0.002,103149.3000,
2025-11-08T09:11:34.280243,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103149.3000,
2025-11-08T09:11:34.281202,range,range_blocked:15m_ema_dist_gt_0.002,103149.3000,
2025-11-08T09:11:36.308859,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103140.1000,
2025-11-08T09:11:36.309875,range,range_blocked:15m_ema_dist_gt_0.002,103140.1000,
2025-11-08T09:11:38.360776,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103140.1000,
2025-11-08T09:11:38.364760,range,range_blocked:15m_ema_dist_gt_0.002,103140.1000,
2025-11-08T09:11:40.427801,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103140.1000,
2025-11-08T09:11:40.428799,range,range_blocked:15m_ema_dist_gt_0.002,103140.1000,
2025-11-08T09:11:42.465670,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103140.1000,
2025-11-08T09:11:42.466633,range,range_blocked:15m_ema_dist_gt_0.002,103140.1000,
2025-11-08T09:11:44.494503,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103140.1000,
2025-11-08T09:11:44.495502,range,range_blocked:15m_ema_dist_gt_0.002,103140.1000,
2025-11-08T09:11:46.593565,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103117.9000,
2025-11-08T09:11:46.594563,range,range_blocked:15m_ema_dist_gt_0.002,103117.9000,
2025-11-08T09:11:48.650235,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103117.9000,
2025-11-08T09:11:48.651232,range,range_blocked:15m_ema_dist_gt_0.002,103117.9000,
2025-11-08T09:11:50.758737,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103117.9000,
2025-11-08T09:11:50.759695,range,range_blocked:15m_ema_dist_gt_0.002,103117.9000,
2025-11-08T09:11:52.863693,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103117.9000,
2025-11-08T09:11:54.327384,range,range_blocked:15m_ema_dist_gt_0.002,103117.9000,
2025-11-08T09:11:56.393241,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103126.2000,
2025-11-08T09:11:56.395198,range,range_blocked:15m_ema_dist_gt_0.002,103126.2000,
2025-11-08T09:11:58.438034,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103126.2000,
2025-11-08T09:11:58.440030,range,range_blocked:15m_ema_dist_gt_0.002,103126.2000,
2025-11-08T09:12:00.521840,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103126.2000,
2025-11-08T09:12:00.525830,range,range_blocked:15m_ema_dist_gt_0.002,103126.2000,
2025-11-08T09:12:02.580662,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103126.2000,
2025-11-08T09:12:02.581681,range,range_blocked:15m_ema_dist_gt_0.002,103126.2000,
2025-11-08T09:12:04.658236,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103126.2000,
2025-11-08T09:12:04.660231,range,range_blocked:15m_ema_dist_gt_0.002,103126.2000,
2025-11-08T09:12:06.721101,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103153.0000,
2025-11-08T09:12:06.722098,range,range_blocked:15m_ema_dist_gt_0.002,103153.0000,
2025-11-08T09:12:08.757779,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103153.0000,
2025-11-08T09:12:08.758738,range,range_blocked:15m_ema_dist_gt_0.002,103153.0000,
2025-11-08T09:12:10.815366,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103153.0000,
2025-11-08T09:12:10.816335,range,range_blocked:15m_ema_dist_gt_0.002,103153.0000,
2025-11-08T09:12:12.863782,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103153.0000,
2025-11-08T09:12:12.864779,range,range_blocked:15m_ema_dist_gt_0.002,103153.0000,
2025-11-08T09:12:14.952929,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103153.0000,
2025-11-08T09:12:14.953894,range,range_blocked:15m_ema_dist_gt_0.002,103153.0000,
2025-11-08T09:12:17.007064,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103153.0000,
2025-11-08T09:12:17.008035,range,range_blocked:15m_ema_dist_gt_0.002,103153.0000,
2025-11-08T09:12:19.035821,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103181.3000,
2025-11-08T09:12:19.036857,range,range_blocked:15m_ema_dist_gt_0.002,103181.3000,
2025-11-08T09:12:21.106163,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103181.3000,
2025-11-08T09:12:21.109099,range,range_blocked:15m_ema_dist_gt_0.002,103181.3000,
2025-11-08T09:12:23.268342,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103197.8000,
2025-11-08T09:12:24.731758,range,range_blocked:15m_ema_dist_gt_0.002,103197.8000,
2025-11-08T09:12:26.802528,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103181.3000,
2025-11-08T09:12:26.803559,range,range_blocked:15m_ema_dist_gt_0.002,103181.3000,
2025-11-08T09:12:28.877969,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103197.8000,
2025-11-08T09:12:28.879912,range,range_blocked:15m_ema_dist_gt_0.002,103197.8000,
2025-11-08T09:12:30.992898,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103197.8000,
2025-11-08T09:12:30.994856,range,range_blocked:15m_ema_dist_gt_0.002,103197.8000,
2025-11-08T09:12:33.067953,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103197.8000,
2025-11-08T09:12:33.069949,range,range_blocked:15m_ema_dist_gt_0.002,103197.8000,
2025-11-08T09:12:35.119134,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103197.8000,
2025-11-08T09:12:35.120159,range,range_blocked:15m_ema_dist_gt_0.002,103197.8000,
2025-11-08T09:12:37.214389,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103221.4000,
2025-11-08T09:12:37.216325,range,range_blocked:15m_ema_dist_gt_0.002,103221.4000,
2025-11-08T09:12:39.320668,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103221.4000,
2025-11-08T09:12:39.322630,range,range_blocked:15m_ema_dist_gt_0.002,103221.4000,
2025-11-08T09:12:41.471489,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103221.4000,
2025-11-08T09:12:41.472506,range,range_blocked:15m_ema_dist_gt_0.002,103221.4000,
2025-11-08T09:12:43.562572,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103221.4000,
2025-11-08T09:12:43.563590,range,range_blocked:15m_ema_dist_gt_0.002,103221.4000,
2025-11-08T09:12:45.657610,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.1000,
2025-11-08T09:12:45.658579,range,range_blocked:15m_ema_dist_gt_0.002,103203.1000,
2025-11-08T09:12:47.721494,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.1000,
2025-11-08T09:12:47.724446,range,range_blocked:15m_ema_dist_gt_0.002,103203.1000,
2025-11-08T09:12:49.820125,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.1000,
2025-11-08T09:12:49.821159,range,range_blocked:15m_ema_dist_gt_0.002,103203.1000,
2025-11-08T09:12:51.984548,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.1000,
2025-11-08T09:12:51.986543,range,range_blocked:15m_ema_dist_gt_0.002,103203.1000,
2025-11-08T09:12:54.050947,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:12:55.517434,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:12:57.609386,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:12:57.610383,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:12:59.634583,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:12:59.635552,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:13:01.748055,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:13:01.749046,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:13:03.864959,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:13:03.865929,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:13:05.928295,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:13:05.929266,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:13:07.996440,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:13:07.997409,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:13:10.053229,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:13:10.054237,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:13:12.145884,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:13:12.146895,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:13:14.267504,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103203.4000,
2025-11-08T09:13:14.268500,range,range_blocked:15m_ema_dist_gt_0.002,103203.4000,
2025-11-08T09:13:16.344660,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103215.7000,
2025-11-08T09:13:16.345628,range,range_blocked:15m_ema_dist_gt_0.002,103215.7000,
2025-11-08T09:13:18.418660,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103215.7000,
2025-11-08T09:13:18.422605,range,range_blocked:15m_ema_dist_gt_0.002,103215.7000,
2025-11-08T09:13:20.456682,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103215.7000,
2025-11-08T09:13:20.457713,range,range_blocked:15m_ema_dist_gt_0.002,103215.7000,
2025-11-08T09:13:22.535457,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103215.7000,
2025-11-08T09:13:22.537455,range,range_blocked:15m_ema_dist_gt_0.002,103215.7000,
2025-11-08T09:13:24.680885,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103219.8000,
2025-11-08T09:13:26.170170,range,range_blocked:15m_ema_dist_gt_0.002,103219.8000,
2025-11-08T09:13:28.227545,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103219.8000,
2025-11-08T09:13:28.228515,range,range_blocked:15m_ema_dist_gt_0.002,103219.8000,
2025-11-08T09:13:30.308272,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103219.8000,
2025-11-08T09:13:30.309240,range,range_blocked:15m_ema_dist_gt_0.002,103219.8000,
2025-11-08T09:13:32.456592,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103219.8000,
2025-11-08T09:13:32.457608,range,range_blocked:15m_ema_dist_gt_0.002,103219.8000,
2025-11-08T09:13:34.495891,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103219.8000,
2025-11-08T09:13:34.496859,range,range_blocked:15m_ema_dist_gt_0.002,103219.8000,
2025-11-08T09:13:36.621613,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103210.1000,
2025-11-08T09:13:36.623600,range,range_blocked:15m_ema_dist_gt_0.002,103210.1000,
2025-11-08T09:13:38.703888,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103210.1000,
2025-11-08T09:13:38.708903,range,range_blocked:15m_ema_dist_gt_0.002,103210.1000,
2025-11-08T09:13:40.786484,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103210.1000,
2025-11-08T09:13:40.787465,range,range_blocked:15m_ema_dist_gt_0.002,103210.1000,
2025-11-08T09:13:42.837680,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103210.1000,
2025-11-08T09:13:42.838675,range,range_blocked:15m_ema_dist_gt_0.002,103210.1000,
2025-11-08T09:13:44.927317,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103210.1000,
2025-11-08T09:13:44.928306,range,range_blocked:15m_ema_dist_gt_0.002,103210.1000,
2025-11-08T09:13:47.016268,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103210.2000,
2025-11-08T09:13:47.018134,range,range_blocked:15m_ema_dist_gt_0.002,103210.2000,
2025-11-08T09:13:49.070427,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103210.2000,
2025-11-08T09:13:49.071424,range,range_blocked:15m_ema_dist_gt_0.002,103210.2000,
2025-11-08T09:13:51.175538,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103210.2000,
2025-11-08T09:13:51.176563,range,range_blocked:15m_ema_dist_gt_0.002,103210.2000,
2025-11-08T09:24:37.449253,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103226.6000,
2025-11-08T09:24:38.927051,range,range_blocked:15m_ema_dist_gt_0.002,103226.6000,
2025-11-08T09:24:40.989855,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103226.6000,
2025-11-08T09:24:40.990854,range,range_blocked:15m_ema_dist_gt_0.002,103226.6000,
2025-11-08T09:24:43.062584,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103226.6000,
2025-11-08T09:24:43.063592,range,range_blocked:15m_ema_dist_gt_0.002,103226.6000,
2025-11-08T09:24:45.097151,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103226.6000,
2025-11-08T09:24:45.098119,range,range_blocked:15m_ema_dist_gt_0.002,103226.6000,
2025-11-08T09:24:47.217059,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103213.2000,
2025-11-08T09:24:47.221048,range,range_blocked:15m_ema_dist_gt_0.002,103213.2000,
2025-11-08T09:24:49.292013,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103213.2000,
2025-11-08T09:24:49.293027,range,range_blocked:15m_ema_dist_gt_0.002,103213.2000,
2025-11-08T09:24:51.357973,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103213.2000,
2025-11-08T09:24:51.358945,range,range_blocked:15m_ema_dist_gt_0.002,103213.2000,
2025-11-08T09:24:53.449439,trend,"no_trend_signal:3m=last_candle_range_too_small,15m=LONG",103213.2000,
2025-11-08T09:24:53.453382,range,range_blocked:15m_ema_dist_gt_0.002,103213.2000,
2025-11-08T09:24:55.538321,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103209.4000,
2025-11-08T09:24:55.539289,range,range_blocked:15m_ema_dist_gt_0.002,103209.4000,
2025-11-08T09:24:57.615049,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103209.4000,
2025-11-08T09:24:57.618989,range,range_blocked:15m_ema_dist_gt_0.002,103209.4000,
2025-11-08T09:24:59.712253,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103209.4000,
2025-11-08T09:24:59.713209,range,range_blocked:15m_ema_dist_gt_0.002,103209.4000,
2025-11-08T09:25:01.809181,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103209.4000,
2025-11-08T09:25:01.811141,range,range_blocked:15m_ema_dist_gt_0.002,103209.4000,
2025-11-08T09:25:03.893801,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103209.4000,
2025-11-08T09:25:03.895766,range,range_blocked:15m_ema_dist_gt_0.002,103209.4000,
2025-11-08T09:25:05.949779,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.9000,
2025-11-08T09:25:05.950747,range,range_blocked:15m_ema_dist_gt_0.002,103204.9000,
2025-11-08T09:25:08.104663,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.9000,
2025-11-08T09:25:09.526124,range,range_blocked:15m_ema_dist_gt_0.002,103204.9000,
2025-11-08T09:25:11.592913,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.9000,
2025-11-08T09:25:11.593870,range,range_blocked:15m_ema_dist_gt_0.002,103204.9000,
2025-11-08T09:25:13.656838,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.6000,
2025-11-08T09:25:13.657835,range,range_blocked:15m_ema_dist_gt_0.002,103204.6000,
2025-11-08T09:25:15.688707,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.6000,
2025-11-08T09:25:15.689704,range,range_blocked:15m_ema_dist_gt_0.002,103204.6000,
2025-11-08T09:25:17.783476,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.6000,
2025-11-08T09:25:17.785450,range,range_blocked:15m_ema_dist_gt_0.002,103204.6000,
2025-11-08T09:25:19.838698,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.6000,
2025-11-08T09:25:19.839718,range,range_blocked:15m_ema_dist_gt_0.002,103204.6000,
2025-11-08T09:25:21.939911,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.6000,
2025-11-08T09:25:21.940884,range,range_blocked:15m_ema_dist_gt_0.002,103204.6000,
2025-11-08T09:25:24.019526,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103204.6000,
2025-11-08T09:25:24.021499,range,range_blocked:15m_ema_dist_gt_0.002,103204.6000,
2025-11-08T09:25:26.080215,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103184.1000,
2025-11-08T09:25:26.084148,range,range_blocked:15m_ema_dist_gt_0.002,103184.1000,
2025-11-08T09:25:28.149645,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103184.1000,
2025-11-08T09:25:28.149645,range,range_blocked:15m_ema_dist_gt_0.002,103184.1000,
2025-11-08T09:25:30.230763,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103184.1000,
2025-11-08T09:25:30.231759,range,range_blocked:15m_ema_dist_gt_0.002,103184.1000,
2025-11-08T09:25:32.298326,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103184.1000,
2025-11-08T09:25:32.300286,range,range_blocked:15m_ema_dist_gt_0.002,103184.1000,
2025-11-08T09:25:34.361295,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103184.1000,
2025-11-08T09:25:34.364314,range,range_blocked:15m_ema_dist_gt_0.002,103184.1000,
2025-11-08T09:25:36.457249,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103166.1000,
2025-11-08T09:25:36.458248,range,range_blocked:15m_ema_dist_gt_0.002,103166.1000,
2025-11-08T09:25:38.514054,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103166.1000,
2025-11-08T09:25:39.976345,range,range_blocked:15m_ema_dist_gt_0.002,103166.1000,
2025-11-08T09:25:42.011628,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103166.1000,
2025-11-08T09:25:42.012600,range,range_blocked:15m_ema_dist_gt_0.002,103166.1000,
2025-11-08T09:25:44.097760,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:25:44.098758,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:25:46.105251,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:25:46.106970,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:25:48.222688,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:25:48.226641,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:25:50.327033,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:25:50.328030,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:25:52.389423,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:25:52.390377,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:25:54.455063,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:25:54.456088,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:25:56.483035,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:25:56.484016,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:25:58.569597,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:25:58.570562,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:26:00.717760,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:26:00.718749,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:26:02.921371,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:26:02.922396,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:26:05.203242,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103150.0000,
2025-11-08T09:26:05.204238,range,range_blocked:15m_ema_dist_gt_0.002,103150.0000,
2025-11-08T09:26:07.268411,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103128.2000,
2025-11-08T09:26:07.269403,range,range_blocked:15m_ema_dist_gt_0.002,103128.2000,
2025-11-08T09:26:09.318648,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103128.2000,
2025-11-08T09:26:10.769207,range,range_blocked:15m_ema_dist_gt_0.002,103128.2000,
2025-11-08T09:26:12.893261,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103128.2000,
2025-11-08T09:26:12.894267,range,range_blocked:15m_ema_dist_gt_0.002,103128.2000,
2025-11-08T09:26:14.934563,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103110.1000,
2025-11-08T09:26:14.935585,range,range_blocked:15m_ema_dist_gt_0.002,103110.1000,
2025-11-08T09:26:16.995660,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103110.1000,
2025-11-08T09:26:16.996656,range,range_blocked:15m_ema_dist_gt_0.002,103110.1000,
2025-11-08T09:26:19.047500,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103110.1000,
2025-11-08T09:26:19.050453,range,range_blocked:15m_ema_dist_gt_0.002,103110.1000,
2025-11-08T09:26:21.109452,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103110.1000,
2025-11-08T09:26:21.113386,range,range_blocked:15m_ema_dist_gt_0.002,103110.1000,
2025-11-08T09:26:23.199966,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103100.0000,
2025-11-08T09:26:23.201911,range,range_blocked:15m_ema_dist_gt_0.002,103100.0000,
2025-11-08T09:26:25.261654,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103100.0000,
2025-11-08T09:26:25.262623,range,range_blocked:15m_ema_dist_gt_0.002,103100.0000,
2025-11-08T09:26:27.322913,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103100.0000,
2025-11-08T09:26:27.325349,range,range_blocked:15m_ema_dist_gt_0.002,103100.0000,
2025-11-08T09:26:29.420920,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103100.0000,
2025-11-08T09:26:29.421916,range,range_blocked:15m_ema_dist_gt_0.002,103100.0000,
2025-11-08T09:26:31.555052,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103100.0000,
2025-11-08T09:26:31.556048,range,range_blocked:15m_ema_dist_gt_0.002,103100.0000,
2025-11-08T09:26:33.584678,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103084.4000,
2025-11-08T09:26:33.587673,range,range_blocked:15m_ema_dist_gt_0.002,103084.4000,
2025-11-08T09:26:35.669007,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103084.4000,
2025-11-08T09:26:35.669967,range,range_blocked:15m_ema_dist_gt_0.002,103084.4000,
2025-11-08T09:26:37.788390,trend,"no_trend_signal:3m=no_cross_match,15m=LONG",103084.4000,
2025-11-08T09:26:37.789355,range,range_blocked:15m_ema_dist_gt_0.002,103084.4000,
